,Date Reported As Of,PID,Project Name,Description,Category,Borough,Managing Agency,Client Agency,Current Phase,Design Start,Budget Forecast,Latest Budget Changes,Total Budget Changes,Forecast Completion,Latest Schedule Changes,Total Schedule Changes,Original Budget,Original Completion,Original Expected Duration,Latest Budget Changes (Scaled to Original),Total Budget Changes (Scaled to Original),Latest Schedule Changes (Scaled to Original),Total Schedule Changes (Scaled to Original),Total Frequency of Budget Changes,Total Frequency of Schedule Changes,Cumulative Budget Changes ($),Cumulative Schedule Changes (days),Budget_Change_Boolean,Schedule_Change_Boolean,Cumulative Budget Changes (no. of times),Cumulative Schedule Changes (no. of times)
1115,2018-03-01,502,"FDR Rehabilitation, Northbound (East 42nd to 49th Streets)",Repair the northbound FDR from East 42nd to 49th Streets.,Streets and Roadways,,DOT,,Design,2016-08-30,98115670.0,0.0,2602670.0,2025-03-31,-1.0,704.0,97513000.0,2025-04-01,3136.0,0.0,0.02669049254971132,-0.00031887755102040814,0.22448979591836735,5.0,6.0,602670.0,-1.0,0.0,1.0,3.0,3.0
1114,2018-08-01,502,"FDR Rehabilitation, Northbound (East 42nd to 49th Streets)",Repair the northbound FDR from East 42nd to 49th Streets.,Streets and Roadways,,DOT,,Design,2016-08-30,98115670.0,0.0,2602670.0,2027-07-12,833.0,704.0,97513000.0,2025-04-01,3136.0,0.0,0.02669049254971132,0.265625,0.22448979591836735,5.0,6.0,602670.0,832.0,0.0,1.0,3.0,4.0
1113,2019-01-01,502,"FDR Rehabilitation, Northbound (East 42nd to 49th Streets)",Repair the northbound FDR from East 42nd to 49th Streets.,Streets and Roadways,,DOT,,Design,2016-08-30,97576162.0,-539508.0,2602670.0,2026-07-14,-363.0,704.0,97513000.0,2025-04-01,3136.0,-0.0055326776942561506,0.02669049254971132,-0.11575255102040816,0.22448979591836735,5.0,6.0,63162.0,469.0,1.0,1.0,4.0,5.0
1112,2019-05-01,502,"FDR Rehabilitation, Northbound (East 42nd to 49th Streets)",Repair the northbound FDR from East 42nd to 49th Streets.,Streets and Roadways,,DOT,,Design,2016-08-30,100115670.0,2539508.0,2602670.0,2027-03-06,235.0,704.0,97513000.0,2025-04-01,3136.0,0.026042763528965368,0.02669049254971132,0.07493622448979592,0.22448979591836735,5.0,6.0,2602670.0,704.0,1.0,1.0,5.0,6.0
1111,2019-09-01,502,"FDR Rehabilitation, Northbound (East 42nd to 49th Streets)",,Streets and Roadways,,DOT,,,2016-08-30,100115670.0,0.0,2602670.0,2027-03-06,0.0,704.0,97513000.0,2025-04-01,3136.0,0.0,0.02669049254971132,0.0,0.22448979591836735,5.0,6.0,2602670.0,704.0,0.0,0.0,5.0,6.0
1124,2017-09-01,503,West Tremont Avenue over Metro North Railroad,"Repair the West Tremont Avenue bridge over the Metro North line, located in the Bronx.",Streets and Roadways,Bronx,DOT,,Design,2017-05-30,54138000.0,147000.0,3797172.0,2024-04-29,0.0,784.0,53991000.0,2024-04-29,2526.0,0.0027226760015558148,0.07032972162027004,0.0,0.3103721298495645,4.0,4.0,147000.0,0.0,1.0,0.0,1.0,0.0
1123,2018-03-01,503,West Tremont Avenue over Metro North Railroad,"Repair the West Tremont Avenue bridge over the Metro North line, located in the Bronx.",Streets and Roadways,Bronx,DOT,,Design,2017-05-30,54138000.0,0.0,3797172.0,2025-01-07,253.0,784.0,53991000.0,2024-04-29,2526.0,0.0,0.07032972162027004,0.10015835312747427,0.3103721298495645,4.0,4.0,147000.0,253.0,0.0,1.0,1.0,1.0
1122,2018-08-01,503,West Tremont Avenue over Metro North Railroad,"Repair the West Tremont Avenue bridge over the Metro North line, located in the Bronx.",Streets and Roadways,Bronx,DOT,,Design,2017-05-30,60836172.0,6698172.0,3797172.0,2025-09-17,253.0,784.0,53991000.0,2024-04-29,2526.0,0.12406089903872868,0.07032972162027004,0.10015835312747427,0.3103721298495645,4.0,4.0,6845172.0,506.0,1.0,1.0,2.0,2.0
1121,2019-01-01,503,West Tremont Avenue over Metro North Railroad,"Repair the West Tremont Avenue bridge over the Metro North line, located in the Bronx.",Streets and Roadways,Bronx,DOT,,Design,2017-05-30,55063172.0,-5773000.0,3797172.0,2026-09-15,363.0,784.0,53991000.0,2024-04-29,2526.0,-0.1069252282787872,0.07032972162027004,0.14370546318289787,0.3103721298495645,4.0,4.0,1072172.0,869.0,1.0,1.0,3.0,3.0
1120,2019-05-01,503,West Tremont Avenue over Metro North Railroad,"Repair the West Tremont Avenue bridge over the Metro North line, located in the Bronx.",Streets and Roadways,Bronx,DOT,,Design,2017-05-30,57788172.0,2725000.0,3797172.0,2026-06-22,-85.0,784.0,53991000.0,2024-04-29,2526.0,0.05047137485877276,0.07032972162027004,-0.03365003958828187,0.3103721298495645,4.0,4.0,3797172.0,784.0,1.0,1.0,4.0,4.0
1119,2019-09-01,503,West Tremont Avenue over Metro North Railroad,,Streets and Roadways,Bronx,DOT,,,2017-05-30,57788172.0,0.0,3797172.0,2026-06-22,0.0,784.0,53991000.0,2024-04-29,2526.0,0.0,0.07032972162027004,0.0,0.3103721298495645,4.0,4.0,3797172.0,784.0,0.0,0.0,4.0,4.0
1129,2018-03-01,504,"5th Avenue Bridge Reconstruction over LIRR and Sea Beach, Brooklyn","Replace the 5th Avenue Bridge over LIRR & Sea Beach, Brooklyn.",Bridges,Brooklyn,DOT,,Design,2017-11-30,47279974.0,79087.0,-314394.0,2024-11-04,0.0,281.0,47200887.0,2024-11-04,2531.0,0.001675540546515577,-0.006660764658935329,0.0,0.1110233109442908,4.0,2.0,79087.0,0.0,1.0,0.0,1.0,0.0
1128,2018-08-01,504,"5th Avenue Bridge Reconstruction over LIRR and Sea Beach, Brooklyn","Replace the 5th Avenue Bridge over LIRR & Sea Beach, Brooklyn.",Bridges,Brooklyn,DOT,,Design,2017-11-30,49319823.0,2039849.0,-314394.0,2024-11-04,0.0,281.0,47200887.0,2024-11-04,2531.0,0.0432163276931639,-0.006660764658935329,0.0,0.1110233109442908,4.0,2.0,2118936.0,0.0,1.0,0.0,2.0,0.0
1127,2019-01-01,504,"5th Avenue Bridge Reconstruction over LIRR and Sea Beach, Brooklyn","Replace the 5th Avenue Bridge over LIRR & Sea Beach, Brooklyn.",Bridges,Brooklyn,DOT,,Design,2017-11-30,47269823.0,-2050000.0,-314394.0,2024-11-03,-1.0,281.0,47200887.0,2024-11-04,2531.0,-0.04343138721100728,-0.006660764658935329,-0.0003951007506914263,0.1110233109442908,4.0,2.0,68936.0,-1.0,1.0,1.0,3.0,1.0
1126,2019-05-01,504,"5th Avenue Bridge Reconstruction over LIRR and Sea Beach, Brooklyn","Replace the 5th Avenue Bridge over LIRR & Sea Beach, Brooklyn.",Bridges,Brooklyn,DOT,,Design,2017-11-30,46886493.0,-383330.0,-314394.0,2025-08-12,282.0,281.0,47200887.0,2024-11-04,2531.0,-0.008121245687607524,-0.006660764658935329,0.11141841169498222,0.1110233109442908,4.0,2.0,-314394.0,281.0,1.0,1.0,4.0,2.0
1125,2019-09-01,504,"5th Avenue Bridge Reconstruction over LIRR and Sea Beach, Brooklyn",,Bridges,Brooklyn,DOT,,,2017-11-30,46886493.0,0.0,-314394.0,2025-08-12,0.0,281.0,47200887.0,2024-11-04,2531.0,0.0,-0.006660764658935329,0.0,0.1110233109442908,4.0,2.0,-314394.0,281.0,0.0,0.0,4.0,2.0
1135,2017-09-01,505,Parkside and Ocean Avenues Bridge Reconstruction,"Repair the Parkside and Ocean Avenues bridge over NYCTA Brighton Line, Brooklyn","Bridges, Streets and Roadways",Brooklyn,DOT,,Design,2017-05-30,58756062.0,300.0,-5063701.37,2024-04-29,0.0,398.0,58755762.37,2024-04-29,2526.0,5.1058821790248184e-06,-0.08618220861662186,0.0,0.15756136183689629,5.0,4.0,300.0,0.0,1.0,0.0,1.0,0.0
1134,2018-03-01,505,Parkside and Ocean Avenues Bridge Reconstruction,"Repair the Parkside and Ocean Avenues bridge over NYCTA Brighton Line, Brooklyn","Bridges, Streets and Roadways",Brooklyn,DOT,,Design,2017-05-30,58842062.0,86000.0,-5063701.37,2024-12-04,219.0,398.0,58755762.37,2024-04-29,2526.0,0.001463686224653781,-0.08618220861662186,0.08669833729216152,0.15756136183689629,5.0,4.0,86300.0,219.0,1.0,1.0,2.0,1.0
1133,2018-08-01,505,Parkside and Ocean Avenues Bridge Reconstruction,"Repair the Parkside and Ocean Avenues bridge over NYCTA Brighton Line, Brooklyn","Bridges, Streets and Roadways",Brooklyn,DOT,,Design,2017-05-30,66307061.0,7464999.0,-5063701.37,2024-04-29,-219.0,398.0,58755762.37,2024-04-29,2526.0,0.12705135120179362,-0.08618220861662186,-0.08669833729216152,0.15756136183689629,5.0,4.0,7551299.0,0.0,1.0,1.0,3.0,2.0
1132,2019-01-01,505,Parkside and Ocean Avenues Bridge Reconstruction,"Repair the Parkside and Ocean Avenues bridge over NYCTA Brighton Line, Brooklyn","Bridges, Streets and Roadways",Brooklyn,DOT,,Design,2017-05-30,58164640.03,-8142421.0,-5063701.37,2024-10-02,156.0,398.0,58755762.37,2024-04-29,2526.0,-0.13858080759339148,-0.08618220861662186,0.06175771971496437,0.15756136183689629,5.0,4.0,-591122.0,156.0,1.0,1.0,4.0,3.0
1131,2019-05-01,505,Parkside and Ocean Avenues Bridge Reconstruction,"Repair the Parkside and Ocean Avenues bridge over NYCTA Brighton Line, Brooklyn","Bridges, Streets and Roadways",Brooklyn,DOT,,Design,2017-05-30,53692061.0,-4472579.0,-5063701.37,2025-06-01,242.0,398.0,58755762.37,2024-04-29,2526.0,-0.07612153803460214,-0.08618220861662186,0.0958036421219319,0.15756136183689629,5.0,4.0,-5063701.0,398.0,1.0,1.0,5.0,4.0
1130,2019-09-01,505,Parkside and Ocean Avenues Bridge Reconstruction,,"Bridges, Streets and Roadways",Brooklyn,DOT,,,2017-05-30,53692061.0,0.0,-5063701.37,2025-06-01,0.0,398.0,58755762.37,2024-04-29,2526.0,0.0,-0.08618220861662186,0.0,0.15756136183689629,5.0,4.0,-5063701.0,398.0,0.0,0.0,5.0,4.0
1141,2017-09-01,506,Pelham Parkway Bridge Reconstruction over Hutchinson Parkway,"Replace the Pelham Parkway bridge over Hutchinson Parkway, Bronx.","Bridges, Streets and Roadways",Bronx,DOT,,Design,2017-05-30,56521020.0,-274000.0,775457.57,2024-04-29,0.0,980.0,56795020.43,2024-04-29,2526.0,-0.004824366606887758,0.013653618999147176,0.0,0.38796516231195566,5.0,4.0,-274000.0,0.0,1.0,0.0,1.0,0.0
1140,2018-03-01,506,Pelham Parkway Bridge Reconstruction over Hutchinson Parkway,"Replace the Pelham Parkway bridge over Hutchinson Parkway, Bronx.","Bridges, Streets and Roadways",Bronx,DOT,,Design,2017-05-30,56520020.0,-1000.0,775457.57,2025-08-26,484.0,980.0,56795020.43,2024-04-29,2526.0,-1.7607177397400578e-05,0.013653618999147176,0.1916072842438638,0.38796516231195566,5.0,4.0,-275000.0,484.0,1.0,1.0,2.0,1.0
1139,2018-08-01,506,Pelham Parkway Bridge Reconstruction over Hutchinson Parkway,"Replace the Pelham Parkway bridge over Hutchinson Parkway, Bronx.","Bridges, Streets and Roadways",Bronx,DOT,,Design,2017-05-30,61798468.0,5278448.0,775457.57,2026-03-01,187.0,980.0,56795020.43,2024-04-29,2526.0,0.09293857031895428,0.013653618999147176,0.07403008709422011,0.38796516231195566,5.0,4.0,5003448.0,671.0,1.0,1.0,3.0,2.0
1138,2019-01-01,506,Pelham Parkway Bridge Reconstruction over Hutchinson Parkway,"Replace the Pelham Parkway bridge over Hutchinson River Parkway, Bronx.","Bridges, Streets and Roadways",Bronx,DOT,,Design,2017-05-30,57220478.0,-4577990.0,775457.57,2026-09-06,189.0,980.0,56795020.43,2024-04-29,2526.0,-0.08060548205352587,0.013653618999147176,0.07482185273159145,0.38796516231195566,5.0,4.0,425458.0,860.0,1.0,1.0,4.0,3.0
1137,2019-05-01,506,Pelham Parkway Bridge Reconstruction over Hutchinson Parkway,"Replace the Pelham Parkway bridge over Hutchinson River Parkway, Bronx.","Bridges, Streets and Roadways",Bronx,DOT,,Design,2017-05-30,57570478.0,350000.0,775457.57,2027-01-04,120.0,980.0,56795020.43,2024-04-29,2526.0,0.0061625120890902016,0.013653618999147176,0.047505938242280284,0.38796516231195566,5.0,4.0,775458.0,980.0,1.0,1.0,5.0,4.0
1136,2019-09-01,506,Pelham Parkway Bridge Reconstruction over Hutchinson Parkway,,"Bridges, Streets and Roadways",Bronx,DOT,,,2017-05-30,57570478.0,0.0,775457.57,2027-01-04,0.0,980.0,56795020.43,2024-04-29,2526.0,0.0,0.013653618999147176,0.0,0.38796516231195566,5.0,4.0,775458.0,980.0,0.0,0.0,5.0,4.0
1149,2016-11-01,507,Restack of 345 Adams St.,Relocation of City agencies from 210 Joralemon St to 345 Adams St,Other Government Facilities,Brooklyn,DCAS,DCAS,Design,2016-07-15,33026000.0,0.0,93459000.0,2018-09-11,11.0,730.0,33026000.0,2018-08-31,777.0,0.0,2.8298613213831527,0.014157014157014158,0.9395109395109396,6.0,5.0,0.0,11.0,0.0,1.0,0.0,1.0
1148,2017-04-01,507,Restack of 345 Adams St.,Relocation of City agencies from 210 Joralemon St to 345 Adams St,Other Government Facilities,Brooklyn,DCAS,DCAS,Design,2016-07-15,101269000.0,68243000.0,93459000.0,2018-10-31,50.0,730.0,33026000.0,2018-08-31,777.0,2.066341670199237,2.8298613213831527,0.06435006435006435,0.9395109395109396,6.0,5.0,68243000.0,61.0,1.0,1.0,1.0,2.0
1147,2017-09-01,507,Restack of 345 Adams St.,Relocation of City agencies from 210 Joralemon St to 345 Adams St,Other Government Facilities,Brooklyn,DCAS,DCAS,Construction Procurement,2016-07-15,108799823.0,7530823.0,93459000.0,2019-08-28,301.0,730.0,33026000.0,2018-08-31,777.0,0.2280270998607158,2.8298613213831527,0.38738738738738737,0.9395109395109396,6.0,5.0,75773823.0,362.0,1.0,1.0,2.0,3.0
1146,2018-03-01,507,Restack of 345 Adams St.,Relocation of City agencies from 210 Joralemon St to 345 Adams St,Other Government Facilities,Brooklyn,DCAS,DCAS,Construction Procurement,2016-07-15,106168823.0,-2631000.0,93459000.0,2019-08-28,0.0,730.0,33026000.0,2018-08-31,777.0,-0.0796645067522558,2.8298613213831527,0.0,0.9395109395109396,6.0,5.0,73142823.0,362.0,1.0,0.0,3.0,3.0
1145,2018-08-01,507,Restack of 345 Adams St.,Relocation of City agencies from 210 Joralemon St to 345 Adams St,Other Government Facilities,Brooklyn,DCAS,DCAS,Construction Procurement,2016-07-15,141507600.0,35338777.0,93459000.0,2020-01-01,126.0,730.0,33026000.0,2018-08-31,777.0,1.0700289771695028,2.8298613213831527,0.16216216216216217,0.9395109395109396,6.0,5.0,108481600.0,488.0,1.0,1.0,4.0,4.0
1144,2019-01-01,507,Restack of 345 Adams St.,Relocation of City agencies from 210 Joralemon St to 345 Adams St,Other Government Facilities,Brooklyn,DCAS,DCAS,Construction Procurement,2016-07-15,141507600.0,0.0,93459000.0,2020-08-30,242.0,730.0,33026000.0,2018-08-31,777.0,0.0,2.8298613213831527,0.31145431145431146,0.9395109395109396,6.0,5.0,108481600.0,730.0,0.0,1.0,4.0,5.0
1143,2019-05-01,507,Restack of 345 Adams St.,Relocation of City agencies from 210 Joralemon St to 345 Adams St,Other Government Facilities,Brooklyn,DCAS,DCAS,Construction Procurement,2016-07-15,126958000.0,-14549600.0,93459000.0,2020-08-30,0.0,730.0,33026000.0,2018-08-31,777.0,-0.44054986979955185,2.8298613213831527,0.0,0.9395109395109396,6.0,5.0,93932000.0,730.0,1.0,0.0,5.0,5.0
1142,2019-09-01,507,Restack of 345 Adams St.,Relocation of City agencies from 210 Joralemon St to 345 Adams St,Other Government Facilities,Brooklyn,DCAS,DCAS,Construction Procurement,2016-07-15,126485000.0,-473000.0,93459000.0,2020-08-30,0.0,730.0,33026000.0,2018-08-31,777.0,-0.014322049294495246,2.8298613213831527,0.0,0.9395109395109396,6.0,5.0,93459000.0,730.0,1.0,0.0,6.0,5.0
1157,2016-11-01,509,Brooklyn Civil Court move to 210 Joralemon St,Relocation of Brooklyn Civil and Housing Court to 210 Joralemon St,Public Safety and Criminal Justice,Brooklyn,DCAS,DCAS,Design,2016-07-27,80499000.0,0.0,170944000.0,2021-03-25,145.0,959.0,80499000.0,2020-10-31,1557.0,0.0,2.123554329867452,0.09312780989081568,0.6159280667951188,6.0,8.0,0.0,145.0,0.0,1.0,0.0,1.0
1156,2017-04-01,509,Brooklyn Civil Court move to 210 Joralemon St,Relocation of Brooklyn Civil and Housing Court to 210 Joralemon St,Public Safety and Criminal Justice,Brooklyn,DCAS,DCAS,Design,2016-07-27,126411000.0,45912000.0,170944000.0,2021-09-29,188.0,959.0,80499000.0,2020-10-31,1557.0,0.570342488726568,2.123554329867452,0.12074502247912652,0.6159280667951188,6.0,8.0,45912000.0,333.0,1.0,1.0,1.0,2.0
1155,2017-09-01,509,Brooklyn Civil Court move to 210 Joralemon St,Relocation of Brooklyn Civil and Housing Court to 210 Joralemon St,Public Safety and Criminal Justice,Brooklyn,DCAS,DCAS,Design,2016-07-27,233584544.31,107173544.0,170944000.0,2021-09-30,1.0,959.0,80499000.0,2020-10-31,1557.0,1.3313649113653585,2.123554329867452,0.0006422607578676942,0.6159280667951188,6.0,8.0,153085544.0,334.0,1.0,1.0,2.0,3.0
1154,2018-03-01,509,Brooklyn Civil Court move to 210 Joralemon St,Relocation of Brooklyn Civil and Housing Court to 210 Joralemon St,Public Safety and Criminal Justice,Brooklyn,DCAS,DCAS,Design,2016-07-27,247831621.0,14247077.0,170944000.0,2022-01-30,122.0,959.0,80499000.0,2020-10-31,1557.0,0.17698452154685151,2.123554329867452,0.0783558124598587,0.6159280667951188,6.0,8.0,167332621.0,456.0,1.0,1.0,3.0,4.0
1153,2018-08-01,509,Brooklyn Civil Court move to 210 Joralemon St,Relocation of Brooklyn Civil and Housing Court to 210 Joralemon St,Public Safety and Criminal Justice,Brooklyn,DCAS,DCAS,Design,2016-07-27,259215516.0,11383895.0,170944000.0,2022-12-01,305.0,959.0,80499000.0,2020-10-31,1557.0,0.14141660144846518,2.123554329867452,0.19588953114964675,0.6159280667951188,6.0,8.0,178716516.0,761.0,1.0,1.0,4.0,5.0
1152,2019-01-01,509,Brooklyn Civil Court move to 210 Joralemon St,Relocation of Brooklyn Civil and Housing Court to 210 Joralemon St,Public Safety and Criminal Justice,Brooklyn,DCAS,DCAS,Design,2016-07-27,259745000.0,529484.0,170944000.0,2023-03-01,90.0,959.0,80499000.0,2020-10-31,1557.0,0.0065775227021453685,2.123554329867452,0.057803468208092484,0.6159280667951188,6.0,8.0,179246000.0,851.0,1.0,1.0,5.0,6.0
1151,2019-05-01,509,Brooklyn Civil Court move to 210 Joralemon St,Relocation of Brooklyn Civil and Housing Court to 210 Joralemon St,Public Safety and Criminal Justice,Brooklyn,DCAS,DCAS,Design,2016-07-27,251443000.0,-8302000.0,170944000.0,2023-03-17,16.0,959.0,80499000.0,2020-10-31,1557.0,-0.10313171592193691,2.123554329867452,0.010276172125883108,0.6159280667951188,6.0,8.0,170944000.0,867.0,1.0,1.0,6.0,7.0
1150,2019-09-01,509,Brooklyn Civil Court move to 210 Joralemon St,Relocation of Brooklyn Civil and Housing Court to 210 Joralemon St,Public Safety and Criminal Justice,Brooklyn,DCAS,DCAS,Design,2016-07-27,251443000.0,0.0,170944000.0,2023-06-17,92.0,959.0,80499000.0,2020-10-31,1557.0,0.0,2.123554329867452,0.05908798972382787,0.6159280667951188,6.0,8.0,170944000.0,959.0,0.0,1.0,6.0,8.0
1164,2017-04-01,510,Brooklyn Supreme Court Fire Alarm System Upgrade,New Fire Alarm and Sprinkler System at 360 Adams Street Kings County Supreme Courhouse,Public Safety and Criminal Justice,Brooklyn,DDC,DCAS,Design,2017-03-31,47040232.0,3730232.0,19797000.0,2022-11-01,0.0,395.0,43310000.0,2022-11-01,2041.0,0.08612865389055645,0.4570999769106442,0.0,0.19353258206761392,7.0,5.0,3730232.0,0.0,1.0,0.0,1.0,0.0
1163,2017-09-01,510,Brooklyn Supreme Court Fire Alarm System Upgrade,New Fire Alarm and Sprinkler System at 360 Adams Street Kings County Supreme Courhouse,Public Safety and Criminal Justice,Brooklyn,DDC,DCAS,Design,2017-03-31,39623232.0,-7417000.0,19797000.0,2022-12-30,59.0,395.0,43310000.0,2022-11-01,2041.0,-0.17125375202031864,0.4570999769106442,0.028907398334149927,0.19353258206761392,7.0,5.0,-3686768.0,59.0,1.0,1.0,2.0,1.0
1162,2018-03-01,510,Brooklyn Supreme Court Fire Alarm System Upgrade,New Fire Alarm and Sprinkler System at 360 Adams Street Kings County Supreme Courhouse,Public Safety and Criminal Justice,Brooklyn,DDC,DCAS,Design,2017-03-31,57503747.0,17880515.0,19797000.0,2022-04-12,-262.0,395.0,43310000.0,2022-11-01,2041.0,0.4128495728469176,0.4570999769106442,-0.1283684468397844,0.19353258206761392,7.0,5.0,14193747.0,-203.0,1.0,1.0,3.0,2.0
1161,2018-08-01,510,Brooklyn Supreme Court Fire Alarm System Upgrade,New Fire Alarm and Sprinkler System at 360 Adams Street Kings County Supreme Courhouse,Public Safety and Criminal Justice,Brooklyn,DDC,DCAS,Design,2017-03-31,57702000.0,198253.0,19797000.0,2022-11-01,203.0,395.0,43310000.0,2022-11-01,2041.0,0.004577534056799815,0.4570999769106442,0.09946104850563449,0.19353258206761392,7.0,5.0,14392000.0,0.0,1.0,1.0,4.0,3.0
1160,2019-01-01,510,Brooklyn Supreme Court Fire Alarm System Upgrade,New Fire Alarm and Sprinkler System at 360 Adams Street Kings County Supreme Courhouse,Public Safety and Criminal Justice,Brooklyn,DDC,DCAS,Design,2017-03-31,57961818.0,259818.0,19797000.0,2023-07-23,264.0,395.0,43310000.0,2022-11-01,2041.0,0.005999030247056107,0.4570999769106442,0.1293483586477217,0.19353258206761392,7.0,5.0,14651818.0,264.0,1.0,1.0,5.0,4.0
1159,2019-05-01,510,Brooklyn Supreme Court Fire Alarm System Upgrade,"Brooklyn Supreme Court, Fire Alarm, Sprinkler, 360 Adams Street - New addressable fire detection and alarm system and new sprinkler system.",Public Safety and Criminal Justice,Brooklyn,DDC,DCAS,Design,2017-03-31,58062000.0,100182.0,19797000.0,2023-12-01,131.0,395.0,43310000.0,2022-11-01,2041.0,0.0023131378434541675,0.4570999769106442,0.0641842234198922,0.19353258206761392,7.0,5.0,14752000.0,395.0,1.0,1.0,6.0,5.0
1158,2019-09-01,510,Brooklyn Supreme Court Fire Alarm System Upgrade,"Brooklyn Supreme Court, Fire Alarm, Sprinkler, 360 Adams Street - New addressable fire detection and alarm system and new sprinkler system.",Public Safety and Criminal Justice,Brooklyn,DDC,DCAS,Design,2017-03-31,63107000.0,5045000.0,19797000.0,2023-12-01,0.0,395.0,43310000.0,2022-11-01,2041.0,0.11648580004617871,0.4570999769106442,0.0,0.19353258206761392,7.0,5.0,19797000.0,395.0,1.0,0.0,7.0,5.0
1173,2016-06-01,512,210 Joralemon St. Electrical Upgrade,"Electrical Upgrade and Emergency Generator at Brooklyn Municipal Building, 210 Joralemon St. Brooklyn NY 11201",Other Government Facilities,Brooklyn,DCAS,DCAS,Design,2011-02-08,29341000.0,0.0,6617267.0,2019-05-31,0.0,649.0,29341000.0,2019-05-31,3034.0,0.0,0.2255297024641287,0.0,0.2139090309822017,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
1172,2016-11-01,512,210 Joralemon St. Electrical Upgrade,"Electrical Upgrade and Emergency Generator at Brooklyn Municipal Building, 210 Joralemon St. Brooklyn NY 11201",Other Government Facilities,Brooklyn,DCAS,DCAS,Design,2011-02-08,29341000.0,0.0,6617267.0,2020-01-30,244.0,649.0,29341000.0,2019-05-31,3034.0,0.0,0.2255297024641287,0.08042188529993408,0.2139090309822017,5.0,6.0,0.0,244.0,0.0,1.0,0.0,1.0
1171,2017-04-01,512,210 Joralemon St. Electrical Upgrade,"Electrical Upgrade and Emergency Generator at Brooklyn Municipal Building, 210 Joralemon St. Brooklyn NY 11201",Other Government Facilities,Brooklyn,DCAS,DCAS,Construction Procurement,2011-02-08,24698000.0,-4643000.0,6617267.0,2019-07-31,-183.0,649.0,29341000.0,2019-05-31,3034.0,-0.1582427320132238,0.2255297024641287,-0.06031641397495056,0.2139090309822017,5.0,6.0,-4643000.0,61.0,1.0,1.0,1.0,2.0
1170,2017-09-01,512,210 Joralemon St. Electrical Upgrade,"Electrical Upgrade and Emergency Generator at Brooklyn Municipal Building, 210 Joralemon St. Brooklyn NY 11201",Other Government Facilities,Brooklyn,DCAS,DCAS,Construction Procurement,2011-02-08,34403887.0,9705887.0,6617267.0,2019-11-30,122.0,649.0,29341000.0,2019-05-31,3034.0,0.33079605330425005,0.2255297024641287,0.04021094264996704,0.2139090309822017,5.0,6.0,5062887.0,183.0,1.0,1.0,2.0,3.0
1169,2018-03-01,512,210 Joralemon St. Electrical Upgrade,"Electrical Upgrade and Emergency Generator at Brooklyn Municipal Building, 210 Joralemon St. Brooklyn NY 11201",Other Government Facilities,Brooklyn,DCAS,DCAS,Construction,2011-02-08,35899000.0,1495113.0,6617267.0,2021-03-10,466.0,649.0,29341000.0,2019-05-31,3034.0,0.05095644320234484,0.2255297024641287,0.15359261700725116,0.2139090309822017,5.0,6.0,6558000.0,649.0,1.0,1.0,3.0,4.0
1168,2018-08-01,512,210 Joralemon St. Electrical Upgrade,"Electrical Upgrade and Emergency Generator at Brooklyn Municipal Building, 210 Joralemon St. Brooklyn NY 11201",Other Government Facilities,Brooklyn,DCAS,DCAS,Construction,2011-02-08,35615000.0,-284000.0,6617267.0,2021-03-11,1.0,649.0,29341000.0,2019-05-31,3034.0,-0.009679288367812958,0.2255297024641287,0.0003295978905735003,0.2139090309822017,5.0,6.0,6274000.0,650.0,1.0,1.0,4.0,5.0
1167,2019-01-01,512,210 Joralemon St. Electrical Upgrade,"Electrical Upgrade and Emergency Generator at Brooklyn Municipal Building, 210 Joralemon St. Brooklyn NY 11201",Other Government Facilities,Brooklyn,DCAS,DCAS,Construction,2011-02-08,35958267.0,343267.0,6617267.0,2021-03-10,-1.0,649.0,29341000.0,2019-05-31,3034.0,0.0116992263385706,0.2255297024641287,-0.0003295978905735003,0.2139090309822017,5.0,6.0,6617267.0,649.0,1.0,1.0,5.0,6.0
1166,2019-05-01,512,210 Joralemon St. Electrical Upgrade,"Electrical Upgrade and Emergency Generator at Brooklyn Municipal Building, 210 Joralemon St. Brooklyn NY 11201",Other Government Facilities,Brooklyn,DCAS,DCAS,Construction,2011-02-08,35958267.0,0.0,6617267.0,2021-03-10,0.0,649.0,29341000.0,2019-05-31,3034.0,0.0,0.2255297024641287,0.0,0.2139090309822017,5.0,6.0,6617267.0,649.0,0.0,0.0,5.0,6.0
1165,2019-09-01,512,210 Joralemon St. Electrical Upgrade,"Electrical Upgrade and Emergency Generator at Brooklyn Municipal Building, 210 Joralemon St. Brooklyn NY 11201",Other Government Facilities,Brooklyn,DCAS,DCAS,Construction,2011-02-08,35958267.0,0.0,6617267.0,2021-03-10,0.0,649.0,29341000.0,2019-05-31,3034.0,0.0,0.2255297024641287,0.0,0.2139090309822017,5.0,6.0,6617267.0,649.0,0.0,0.0,5.0,6.0
1182,2016-06-01,514,Trunk Water Main in Leonard Street,"Trunk and distribution water mains replacement in Leonard St. between Driggs Avenue and Maujer Street, Borough of Brooklyn",Water Supply,Brooklyn,DDC,DEP,Construction,2012-07-30,43347000.0,0.0,2562000.0,2019-07-24,0.0,126.0,43347000.0,2019-07-24,4026.0,0.0,0.059104436293169076,0.0,0.03129657228017884,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
